509	**#509** (HIGH): SeerGuardian.autoCheckProposer flags proposers near governance threshold; DAO controls minForGovernance, effectively a censorship knob.
510	### #510. SeerGuardian: proposalFlagDelay setter no timelock
511	**#511** (HIGH): SeerGuardian daoOverride accepts arbitrary expiry; indefinite immunity grant.
512	**#512** (HIGH): SeerWorkAttestation single VERIFIER_ROLE = mints attestations → ServicePool payouts.
513	### #513. SeerWorkAttestation: batchVerifyTasks safe
514	### #514. SeerWorkAttestation: protocol-contract setters have 48h timelock
515	**#515** (HIGH): SubscriptionManager.emergencyCancel DAO unilateral when EmergencyBreaker.halted (which is single-DAO-key flip).
516	### #516. processPayment auto-cancels after 3 failed payments
517	### #517. setFraudRegistry no timelock
518	**#518** (HIGH): VFIDEEnterpriseGateway.setOracle no timelock.
519	### #519. _swapToStable approval ordering edge case
520	### #520. rescueFunds DAO unilateral
521	### #521. validate-deployment.ts has no on-chain post-deploy validation
522	### #522. validate-deployment.ts confirms proxy.ts is the security source of truth
523	**#523** (HIGH): verify-fee-burn-router-invariants uses MOCK Seer/Token, not real contracts.
524	**#524** (HIGH): verify-* scripts not run in CI; only frontend-abi-parity is invoked by validate-deployment.ts.
